CASE_ENQUIRY_ID,OPEN_DT,CLOSED_DT,TIME_DIFF,CASE_STATUS,CLOSURE_REASON,CASE_TITLE,SUBJECT,REASON,TYPE,QUEUE,Department,Location,neighborhood,neighborhood_services_district,LOCATION_STREET_NAME,LOCATION_ZIPCODE,LATITUDE,LONGITUDE,Source,completion.time
1.01E+11,9/26/11 17:58,9/27/11 11:25,0:17:27,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN#101000334605. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,2 Blakemore St  Roslindale  MA  02131,Roslindale,10,2 Blakemore St,2131,42.285325,-71.119767,Citizens Connect App,17.45
1.01E+11,9/27/11 0:01,10/26/11 22:39,29:22:37,Closed,Case Closed Case Resolved Control cabinet painted ,Graffiti Removal - Paint - control cabinet - Dist 1,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,1000-1020 Washington St  Roxbury  MA  02118,South End,4,1000-1020 Washington St,2118,42.345875,-71.064496,Citizens Connect App,718.6166667
1.01E+11,9/27/11 0:49,10/7/11 8:14,10:07:25,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti: Ward 3  0301  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,70 Commercial St  Boston  MA  02109,Downtown / Financial District,3,70 Commercial St,2109,42.361424,-71.053405,Self Service,247.4166667
1.01E+11,9/27/11 8:26,12/8/11 17:19,12:08:53,Closed,Case Closed Case Referred to External Agency MBTA jurisdiction.  Details forwarded. ,Graffiti: Ward 10  1003  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,690 Huntington Ave  Mission Hill  MA  02120,Mission Hill,14,690 Huntington Ave,2120,42.3346,-71.10297,Citizens Connect App,296.8833333
1.01E+11,9/27/11 8:46,1/8/13 10:23,13:01:36,Closed,Case Closed Case Resolved Fixed  Close ,Boston Common,Property Management,Graffiti,Graffiti Removal,PARK_Park Improvement Requests,PARK,38 Beacon St  Boston  MA  02108,Beacon Hill,14,38 Beacon St,2108,42.355884,-71.065683,Citizens Connect App,313.6
1.01E+11,9/27/11 10:22,10/5/11 14:03,8:03:40,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ,Graffiti: Ward 18  1808  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,858 Hyde Park Ave  Hyde Park  MA  02136,Hyde Park,10,858 Hyde Park Ave,2136,42.27101,-71.12008,Self Service,195.6666667
1.01E+11,9/27/11 10:34,10/5/11 13:59,8:03:25,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 18  1807  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,587-593 Hyde Park Ave  Roslindale  MA  02131,Roslindale,10,587-593 Hyde Park Ave,2131,42.28029,-71.11909,Self Service,195.4166667
1.01E+11,9/27/11 10:41,10/5/11 14:00,8:03:18,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 18  1808  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,635-639 Hyde Park Ave  Roslindale  MA  02131,Roslindale,10,635-639 Hyde Park Ave,2131,42.278576,-71.119488,Self Service,195.3
1.01E+11,9/27/11 10:52,10/5/11 13:59,8:03:06,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 18  1808  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,630-628R Hyde Park Ave  Roslindale  MA  02131,Roslindale,10,630-628R Hyde Park Ave,2131,42.2789,-71.1186,Self Service,195.1
1.01E+11,9/27/11 10:54,10/5/11 14:05,8:03:10,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 18  1804  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,577A River St  Mattapan  MA  02126,Greater Mattapan,9,577A River St,2126,42.26669,-71.09708,Self Service,195.1666667
1.01E+11,9/27/11 11:07,10/7/11 7:56,9:20:48,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,100 B St  South Boston  MA  02127,South Boston / South Boston Waterfront,5,100 B St,2127,42.340745,-71.05422,Citizens Connect App,236.8
1.01E+11,9/27/11 11:26,10/7/11 8:17,9:20:50,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,19 A St  South Boston  MA  02127,South Boston / South Boston Waterfront,5,19 A St,2127,42.340757,-71.056464,Citizens Connect App,236.8333333
1.01E+11,9/27/11 11:33,10/7/11 8:17,9:20:44,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,16 W Broadway  South Boston  MA  02127,South Boston / South Boston Waterfront,5,16 W Broadway,2127,42.342892,-71.05675,Citizens Connect App,236.7333333
1.01E+11,9/27/11 11:34,1/13/12 6:32,16:18:57,Closed,Case Closed Case Resolved  work completed by highway general maintenance  ,Graffiti Removal - Power Washing - s/w - Dist 5,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,45-55 W Broadway  South Boston  MA  02127,South Boston / South Boston Waterfront,5,45-55 W Broadway,2127,42.34209,-71.05636,Citizens Connect App,402.95
1.01E+11,9/27/11 11:53,10/11/11 13:01,14:01:07,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 15  1506  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,9-9A Dewar St  Dorchester  MA  02125,Dorchester,8,9-9A Dewar St,2125,42.30952,-71.05727,Constituent Call,337.1166667
1.01E+11,9/27/11 12:08,10/5/11 12:20,8:00:11,Closed,Case Closed Case Resolved   THE OWNER/AGENT OF BUILDING INFORMED THE CREW THAT THEY WILL REPAINT OR REMOVE THE GRAFFITI. ,Graffiti: Ward 18  1808  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,752 Hyde Park Ave  Hyde Park  MA  02136,Hyde Park,10,752 Hyde Park Ave,2136,42.27446,-71.11961,Self Service,192.1833333
1.01E+11,9/27/11 12:12,10/5/11 14:01,8:01:49,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE TWO TIMES IN THE PAST. ,Graffiti: Ward 18  1808  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,749 Hyde Park Ave  Roslindale  MA  02131,Roslindale,10,749 Hyde Park Ave,2131,42.27472,-71.12038,Self Service,193.8166667
1.01E+11,9/27/11 12:23,10/5/11 14:01,8:01:37,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti: Ward 18  1814  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,994 Hyde Park Ave  Hyde Park  MA  02136,Hyde Park,10,994 Hyde Park Ave,2136,42.26555,-71.12075,Self Service,193.6166667
1.01E+11,9/27/11 13:23,10/6/11 15:31,9:02:08,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,10 F St  South Boston  MA  02127,South Boston / South Boston Waterfront,5,10 F St,2127,42.33365,-71.05169,Citizens Connect App,218.1333333
1.01E+11,9/27/11 13:44,10/12/11 10:10,14:20:26,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 15  1504  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,62 East St  Dorchester  MA  02122,Dorchester,8,62 East St,2122,42.30738,-71.0615,Employee Generated,356.4333333
1.01E+11,9/27/11 14:37,10/6/11 12:10,8:21:33,Closed,Case Closed Case Resolved   THE GRAFFITI AT THE ROOF LINE CAN'T BE DONE DUE TO THE HEIGHT OF THE GRAFFITI. THE OWNER SHOULD REMOVE THIS ROOF LINE GRAFFITI. THE OTHER GRAFFITI COULDN'T BE FPOND. ,Graffiti: Ward 21  2108  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1376 Commonwealth Ave  Allston  MA  02134,Allston / Brighton,15,1376 Commonwealth Ave,2134,42.34795,-71.13732,Constituent Call,213.55
1.01E+11,9/27/11 17:04,10/6/11 15:58,8:22:53,Closed,Case Closed Case Referred to External Agency DCR jurisdiction.  Details forwarded. ,Graffiti: Ward 17  1714  Other,Property Management,Graffiti,Graffiti Removal,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,12 Central Ave  Mattapan  MA  02126,Dorchester,7,12 Central Ave,2126,42.27093,-71.07331,Citizens Connect App,214.8833333
1.01E+11,9/27/11 17:06,9/30/11 21:54,3:04:47,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,36 River St  Mattapan  MA  02126,Dorchester,7,36 River St,2126,42.271709,-71.071158,Citizens Connect App,76.78333333
1.01E+11,9/27/11 17:07,9/27/11 19:18,0:02:11,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN#101000335230. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,36 River St  Mattapan  MA  02126,Dorchester,7,36 River St,2126,42.271709,-71.071158,Citizens Connect App,2.183333333
1.01E+11,9/27/11 17:08,10/5/11 15:21,7:22:13,Closed,Case Closed Case Referred to External Agency DCR jurisdiction.  Details forwarded. ,Graffiti: Ward 17  1714  Other,Property Management,Graffiti,Graffiti Removal,INFO_Reallocation From Dept,INFO,10 Bakers Ct  Mattapan  MA  02126,Dorchester,7,10 Bakers Ct,2126,42.270913,-71.069508,Citizens Connect App,190.2166667
1.01E+11,9/27/11 17:08,9/27/11 19:21,0:02:12,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN#101000335232. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,10 Bakers Ct  Mattapan  MA  02126,Dorchester,7,10 Bakers Ct,2126,42.270913,-71.069508,Citizens Connect App,2.2
1.01E+11,9/27/11 17:44,10/11/11 13:01,13:19:17,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 15  1506  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,130 Auckland St  Dorchester  MA  02125,Dorchester,8,130 Auckland St,2125,42.31005,-71.05631,Constituent Call,331.2833333
1.01E+11,9/27/11 17:47,10/11/11 13:02,13:19:15,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 1188 DORCHESTER AVENUE WAS DONE. ,Graffiti: Ward 15  1506  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1216 Dorchester Ave  Dorchester  MA  02125,Dorchester,8,1216 Dorchester Ave,2125,42.30874,-71.05621,Constituent Call,331.25
1.01E+11,9/27/11 21:46,10/6/11 14:34,8:16:48,Closed,Case Closed Case Resolved ,Park Maintenace: Hardiman Playground,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,383 Faneuil St  Brighton  MA  02135,Allston / Brighton,15,383 Faneuil St,2135,42.35182,-71.16637,Citizens Connect App,208.8
1.01E+11,9/28/11 9:16,9/28/11 12:14,0:02:58,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN#101000335549. ,Graffiti: Ward 21  2104  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,45 Ashford St  Allston  MA  02134,Allston / Brighton,15,45 Ashford St,2134,42.35435,-71.12683,Constituent Call,2.966666667
1.01E+11,9/28/11 12:08,10/6/11 12:07,7:23:58,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE SIX TIMES IN THE PAST. ,Graffiti: Ward 21  2104  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,45 Ashford St  Allston  MA  02134,Allston / Brighton,15,45 Ashford St,2134,42.35435,-71.12683,Constituent Call,191.9666667
1.01E+11,9/28/11 15:54,10/18/11 10:29,19:18:34,Closed,Case Closed Case Resolved   THE GRAFFITI TEAM COULDN'T FIND THE GRAFFITI EITHER THEY NEED MORE INFORMATION OR THE OWNER/AGENT REMOVED THE GRAFFITI. ,Graffiti: Ward 5  0506  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,144 Beacon St  Boston  MA  02116,Back Bay,14,144 Beacon St,2116,42.354898,-71.075502,Self Service,474.5666667
1.01E+11,9/28/11 15:57,10/11/11 12:59,12:21:01,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,16 Clifford St  Roxbury  MA  02119,Roxbury,13,16 Clifford St,2119,42.32062,-71.08096,Citizens Connect App,309.0166667
1.01E+11,9/29/11 8:53,9/30/11 21:52,1:12:59,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,38-40 Seaverns Ave  Jamaica Plain  MA  02130,Jamaica Plain,11,38-40 Seaverns Ave,2130,42.312,-71.11194,Citizens Connect App,36.98333333
1.01E+11,9/29/11 12:00,10/18/11 10:30,18:22:29,Closed,Case Closed Case Resolved    THE GRAFFITI TEAM COULDN'T FIND THE GRAFFITI. EITHER THEY NEED MORE INFORMATION OR THE OWNER/AGENT REMOVED THE GRAFFITI. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1227-1239 Commonwealth Ave  Allston  MA  02134,Allston / Brighton,15,1227-1239 Commonwealth Ave,2134,42.350448,-71.131487,Citizens Connect App,454.4833333
1.01E+11,9/29/11 12:08,10/28/11 23:27,29:11:18,Closed,Case Closed Case Resolved Control cabinet painted ,Graffiti Removal - Paint - control cabinet - Dist 1,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,885 Washington St  Boston  MA  02111,Downtown / Financial District,4,885 Washington St,2111,42.34797,-71.06492,Citizens Connect App,707.3
1.01E+11,9/29/11 13:09,10/21/11 21:42,22:08:33,Closed,Case Closed Case Resolved control cabinet painted ,Graffiti Removal - Paint - control cabinet - Dist 10,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,88 Harold St  Roxbury  MA  02119,Roxbury,13,88 Harold St,2119,42.318013,-71.089205,Citizens Connect App,536.55
1.01E+11,9/29/11 16:03,10/19/11 11:13,19:19:10,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED  ,Graffiti: Ward 10  1005  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,839 Parker St  Mission Hill  MA  02120,Mission Hill,14,839 Parker St,2120,42.3278,-71.09962,Constituent Call,475.1666667
1.01E+11,9/29/11 16:18,10/14/11 11:24,14:19:05,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE SIX TIMES IN THE PAST. ,Graffiti: Ward 10  1008  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,836 Huntington Ave  Mission Hill  MA  02120,Mission Hill,11,836 Huntington Ave,2120,42.333,-71.10968,Constituent Call,355.0833333
1.01E+11,9/30/11 8:56,11/13/11 23:44,13:14:47,Closed,Case Closed Case Resolved painted light pole black ,Graffiti Removal - Paint - light pole - Dist 2,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,198 Hyde Park Ave  Jamaica Plain  MA  02130,Jamaica Plain,10,198 Hyde Park Ave,2130,42.29443,-71.11689,Citizens Connect App,326.7833333
1.01E+11,9/30/11 14:06,10/7/11 8:16,6:18:09,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE MANY TIMES IN THE PAST ,Graffiti: Ward 3  0301  Other,Property Management,Graffiti,Graffiti Removal,INFO01_GenericeFormforOtherServiceRequestTypes,INFO,206-214 Atlantic Ave  Boston  MA  02110,Downtown / Financial District,3,206-214 Atlantic Ave,2110,42.360428,-71.048076,Citizens Connect App,162.15
1.01E+11,9/30/11 14:35,10/5/11 11:33,4:20:58,Closed,Case Closed Case Resolved   THIS IS A DUPLICATE AND REFER TO CN#101000336729. ,Graffiti: Ward 5  0501  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,6 Isabella St  Boston  MA  02116,Back Bay,6,6 Isabella St,2116,42.34864,-71.06961,Self Service,116.9666667
1.01E+11,9/30/11 17:59,10/5/11 21:23,5:03:23,Closed,Case Closed Case Resolved Painted control cabinet. Complete  ,Graffiti Removal - Paint - control cabinet - Dist 5,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,198 W Broadway  South Boston  MA  02127,South Boston / South Boston Waterfront,5,198 W Broadway,2127,42.340293,-71.052792,Citizens Connect App,123.3833333
1.01E+11,10/1/11 16:03,10/7/11 10:49,5:18:46,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,7 Hadwin Way  Roslindale  MA  02131,Roslindale,10,7 Hadwin Way,2131,42.28013,-71.11844,Citizens Connect App,138.7666667
1.01E+11,10/2/11 20:54,1/25/12 10:18,23:13:24,Closed,Case Closed Case Resolved completed ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Street Light_Pending_Contractor (Internal),PWDx,31 Weld Hill St  Jamaica Plain  MA  02130,Jamaica Plain,10,31 Weld Hill St,2130,42.29822,-71.11311,Citizens Connect App,565.4
1.01E+11,10/3/11 8:48,10/7/11 11:32,4:02:44,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED. ALSO  274 HYDE PARK AVENUE WAS DONE AND HAS BEEN DONE SEVEN TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,5 Eldridge Rd  Jamaica Plain  MA  02130,Jamaica Plain,10,5 Eldridge Rd,2130,42.29222,-71.1172,Citizens Connect App,98.73333333
1.01E+11,10/3/11 9:16,10/6/11 14:09,3:04:52,Closed,Case Closed Case Noted ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,BTDT_Traffic Signal_Repair,BTDT,105 Green St  Jamaica Plain  MA  02130,Jamaica Plain,11,105 Green St,2130,42.311066,-71.108783,Citizens Connect App,76.86666667
1.01E+11,10/3/11 14:52,10/13/11 13:20,9:22:27,Closed,Case Closed Case Resolved ,Park Maintenace: Billings Field,Property Management,Graffiti,Graffiti Removal,PARK_Park Maintenance Requests,PARK,54 Sturges Rd  West Roxbury  MA  02132,West Roxbury,12,54 Sturges Rd,2132,42.27983,-71.15621,Citizens Connect App,238.45
1.01E+11,10/4/11 16:26,10/5/11 11:51,0:19:24,Closed,Case Closed Case Resolved   THE GRAFFITI IS TOO HIGH FOR THE CREW TO REACHED . THE OWNER OF THE BUILDING SHOULD REMOVE. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,183 Marion St  East Boston  MA  02128,East Boston,1,183 Marion St,2128,42.37565,-71.03543,Citizens Connect App,19.4
1.01E+11,10/5/11 11:38,10/11/11 11:49,6:00:10,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND 1601 COLUMBUS AVENUE WAS DONE. THIS SITE HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti: Ward 11  1104  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,1599 Columbus Ave  Roxbury  MA  02119,Jamaica Plain,11,1599 Columbus Ave,2119,42.3212,-71.09873,Constituent Call,144.1666667
1.01E+11,10/5/11 15:19,10/5/11 15:23,0:00:04,Closed,Case Closed Case Resolved   THE GRAFFITI TEAM CAN'T REMOVE GRAFFITI AT THAT LEVEL DUE TO WHERE THE GRAFFITI IS LOCATED. THEY HAVE HEIGHT RESTRICTIONS. THE OWNER SHOULD REMOVE THE GRAFFITI. ,Graffiti: Ward 5  0503  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,60 Myrtle St  Boston  MA  02114,Beacon Hill,14,60 Myrtle St,2114,42.359216,-71.066495,Self Service,0.066666667
1.01E+11,10/5/11 16:51,10/7/11 19:38,2:02:47,Closed,Case Closed Case Resolved control box painted ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,290 Columbus Ave  Boston  MA  02116,South End,6,290 Columbus Ave,2116,42.3467,-71.07382,Citizens Connect App,50.78333333
1.01E+11,10/5/11 17:32,11/15/11 19:58,10:02:26,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,421 Marlborough St  Boston  MA  02215,Back Bay,14,421 Marlborough St,2215,42.350154,-71.089428,Citizens Connect App,242.4333333
1.01E+11,10/5/11 18:19,10/6/11 15:15,0:20:56,Closed,Case Closed Case Resolved Painted control cabinet. Complete  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,333 Massachusetts Ave  Boston  MA  02115,Back Bay,13,333 Massachusetts Ave,2115,42.34224,-71.08468,Citizens Connect App,20.93333333
1.01E+11,10/5/11 18:22,10/6/11 15:10,0:20:48,Closed,Case Closed Case Resolved  Painted control cabinet. Complete  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,334 Massachusetts Ave  Boston  MA  02115,Back Bay,14,334 Massachusetts Ave,2115,42.34261,-71.084169,Citizens Connect App,20.8
1.01E+11,10/5/11 18:42,10/6/11 14:07,0:19:25,Closed,Case Closed Case Noted ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,BTDT_Traffic Signal_Repair,BTDT,204-216 Massachusetts Ave  Boston  MA  02115,Back Bay,14,204-216 Massachusetts Ave,2115,42.345052,-71.085645,Citizens Connect App,19.41666667
1.01E+11,10/5/11 18:50,10/6/11 15:13,0:20:23,Closed,Case Closed Case Resolved Painted control cabinet. Complete  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,130-134 Massachusetts Ave  Boston  MA  02115,Back Bay,14,130-134 Massachusetts Ave,2115,42.347157,-71.087368,Citizens Connect App,20.38333333
1.01E+11,10/5/11 19:01,10/6/11 15:11,0:20:10,Closed,Case Closed Case Resolved Painted control cabinet. Complete  ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,477 Beacon St  Boston  MA  02115,Back Bay,14,477 Beacon St,2115,42.35078,-71.08879,Citizens Connect App,20.16666667
1.01E+11,10/5/11 20:44,1/13/12 6:36,8:09:52,Closed,Case Closed Case Resolved  case exists already; please follow case #338681  ,Graffiti Removal/power washing,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,38 Como Rd  Hyde Park  MA  02136,Hyde Park,10,38 Como Rd,2136,42.24043,-71.13813,Citizens Connect App,201.8666667
1.01E+11,10/5/11 21:22,10/7/11 11:22,1:14:00,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST. ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,593 Centre St  Jamaica Plain  MA  02130,Jamaica Plain,11,593 Centre St,2130,42.315105,-71.114331,Citizens Connect App,38
1.01E+11,10/6/11 9:20,10/14/11 9:22,8:00:02,Closed,Case Closed Case Resolved ,Graffiti Removal,Property Management,Graffiti,Graffiti Removal,BTDT_Sign Shop_Sign Installation,BTDT,878 Huntington Ave  Mission Hill  MA  02120,Mission Hill,11,878 Huntington Ave,2120,42.33233,-71.11108,Citizens Connect App,192.0333333
1.01E+11,10/6/11 11:01,10/11/11 11:49,5:00:48,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND WAS A LARGE TASK TO COMPLETE. ,Graffiti: Ward 11  1102  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,2849 Washington St  Roxbury  MA  02119,Roxbury,13,2849 Washington St,2119,42.32083,-71.0934,Constituent Call,120.8
1.01E+11,10/6/11 12:16,10/18/11 14:16,12:01:59,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE IN THE PAST. ,Graffiti: Ward 3  0304  ,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,116 Salem St  Boston  MA  02113,Downtown / Financial District,3,116 Salem St,2113,42.364676,-71.055658,Constituent Call,289.9833333
1.01E+11,10/7/11 7:31,11/29/11 13:32,22:06:00,Closed,Case Closed Case Resolved   This request has been completed and has been done in the past. ,Graffiti on picket fence - Dist 4,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,78 N Beacon St  Allston  MA  02134,Allston / Brighton,15,78 N Beacon St,2134,42.35416,-71.14193,Citizens Connect App,534
1.01E+11,10/7/11 13:19,10/19/11 13:28,12:00:09,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE THREE TIMES IN THE PAST.  THIS TASK NEEDED TOW VISITS TO COMPLETE. ,Graffiti: Ward 4  0407  Other,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,24 Westland Ave  Boston  MA  02115,Fenway / Kenmore / Audubon Circle / Longwood,14,24 Westland Ave,2115,42.34326,-71.08712,Constituent Call,288.15
1.01E+11,10/7/11 13:46,10/12/11 10:12,4:20:26,Closed,Case Closed Case Resolved   THIS REQUEST HAS BEEN COMPLETED AND HAS BEEN DONE FOUR TIMES IN THE PAST. ALSO   A CONTROL BOX AND 42 CONCORD SQUARE WERE DONE. ,Graffiti: Ward 9  0903  Gang,Property Management,Graffiti,Graffiti Removal,PROP_GRAF_GraffitiRemoval,PROP,200-202 Northampton St  Roxbury  MA  02118,Roxbury,13,200-202 Northampton St,2118,42.33763,-71.07987,Self Service,116.4333333
1.01E+11,10/7/11 17:16,11/20/11 23:25,13:06:09,Closed,Case Closed Duplicate of Existing Case Duplicate of case %339826 ,Graffiti Removal/paint control cabinet,Property Management,Graffiti,Graffiti Removal,PWDx_Graffiti,PWDx,6 Weld Hill St  Jamaica Plain  MA  02130,Jamaica Plain,11,6 Weld Hill St,2130,42.29898,-71.11365,Citizens Connect App,318.15
